docname,topic,proportion
cv141_17179.txt,002,0.031936
cv142_23657.txt,002,0.756541
cv142_23657.txt,001,0.243459
cv290_11981.txt,003,0.694405
cv290_11981.txt,006,0.257188
cv290_11981.txt,002,0.048407
cv239_29828.txt,000,0.785635
cv239_29828.txt,003,0.151987
cv239_29828.txt,002,0.062378
cv151_17231.txt,000,0.738529
cv151_17231.txt,002,0.14698
cv151_17231.txt,003,0.114491
cv006_17022.txt,001,0.84675
cv006_17022.txt,000,0.15325
cv231_11028.txt,003,0.526278
cv231_11028.txt,000,0.343673
cv231_11028.txt,001,0.130049
cv112_12178.txt,000,0.981126
cv112_12178.txt,001,0.018874
cv203_19052.txt,003,0.580915
cv203_19052.txt,002,0.419085
cv163_10110.txt,003,0.604999
cv163_10110.txt,001,0.294536
cv163_10110.txt,006,0.067283
cv163_10110.txt,002,0.033183
cv263_20693.txt,001,0.537723
cv263_20693.txt,003,0.181759
cv263_20693.txt,002,0.150312
cv263_20693.txt,004,0.130206
cv228_5644.txt,002,0.632875
cv228_5644.txt,000,0.295817
cv228_5644.txt,003,0.071308
cv175_7375.txt,004,0.450387
cv175_7375.txt,002,0.327151
cv175_7375.txt,000,0.222462
cv344_5376.txt,008,0.548118
cv344_5376.txt,001,0.256363
cv344_5376.txt,000,0.136433
cv344_5376.txt,003,0.059085
cv177_10904.txt,008,0.513
cv177_10904.txt,002,0.352367
cv177_10904.txt,000,0.134632
cv188_20687.txt,001,0.630195
cv188_20687.txt,000,0.174652
cv188_20687.txt,002,0.149549
cv188_20687.txt,003,0.045605
cv194_12855.txt,003,0.636669
cv194_12855.txt,000,0.191671
cv194_12855.txt,005,0.134808
cv194_12855.txt,001,0.036852
cv004_12641.txt,001,0.350694
cv004_12641.txt,006,0.246028
cv004_12641.txt,003,0.233401
cv004_12641.txt,000,0.060102
cv004_12641.txt,002,0.058419
cv004_12641.txt,005,0.051357
cv380_8164.txt,000,0.613929
cv380_8164.txt,003,0.214386
cv380_8164.txt,004,0.145218
cv380_8164.txt,001,0.026466
cv108_17064.txt,002,0.663566
cv108_17064.txt,003,0.185862
cv108_17064.txt,000,0.150572
cv105_19135.txt,001,0.4736
cv105_19135.txt,003,0.371928
cv105_19135.txt,004,0.113074
cv105_19135.txt,006,0.041399
cv331_8656.txt,003,0.638252
cv331_8656.txt,000,0.361748
cv343_10906.txt,008,0.685467
cv343_10906.txt,003,0.314533
cv015_29356.txt,007,0.779974
cv015_29356.txt,003,0.091937
cv015_29356.txt,000,0.082597
cv015_29356.txt,001,0.045493
cv317_25111.txt,002,0.484507
cv317_25111.txt,000,0.271169
cv317_25111.txt,003,0.244323
cv246_28668.txt,002,0.555728
cv246_28668.txt,003,0.390373
cv246_28668.txt,006,0.053899
cv013_10494.txt,002,0.4066
cv013_10494.txt,003,0.248435
cv013_10494.txt,004,0.195775
cv013_10494.txt,005,0.14919
cv276_17126.txt,001,0.877051
cv276_17126.txt,000,0.122949
cv063_28852.txt,001,0.387111
cv063_28852.txt,002,0.213314
cv063_28852.txt,004,0.145865
cv063_28852.txt,006,0.132409
cv063_28852.txt,003,0.121301
cv229_15200.txt,002,0.852298
cv229_15200.txt,001,0.09296
cv229_15200.txt,004,0.054742
cv022_14227.txt,005,0.361248
cv022_14227.txt,004,0.316881
cv022_14227.txt,001,0.252485
cv022_14227.txt,000,0.069386
cv059_28723.txt,002,0.749874
cv059_28723.txt,003,0.106476
cv059_28723.txt,006,0.073761
cv059_28723.txt,009,0.069889
cv285_18186.txt,000,0.993949
cv285_18186.txt,001,0.006051
cv284_20530.txt,001,0.574003
cv284_20530.txt,002,0.179586
cv284_20530.txt,004,0.146557
cv284_20530.txt,003,0.099853
cv204_8930.txt,002,0.458026
cv204_8930.txt,001,0.422303
cv204_8930.txt,003,0.119671
cv346_19198.txt,003,0.635893
cv346_19198.txt,006,0.274044
cv346_19198.txt,000,0.072298
cv346_19198.txt,001,0.017765
cv061_9321.txt,000,0.365566
cv061_9321.txt,002,0.18114
cv061_9321.txt,006,0.146209
cv061_9321.txt,003,0.123272
cv061_9321.txt,004,0.112828
cv061_9321.txt,001,0.070985
cv082_11979.txt,002,0.604591
cv082_11979.txt,003,0.395409
cv079_12766.txt,003,0.712802
cv079_12766.txt,000,0.218956
cv079_12766.txt,001,0.068243
cv212_10054.txt,004,0.468792
cv212_10054.txt,000,0.410568
cv212_10054.txt,003,0.12064
cv161_12224.txt,003,0.79557
cv161_12224.txt,000,0.093949
cv161_12224.txt,006,0.067683
cv161_12224.txt,002,0.042798
cv199_9721.txt,000,0.526711
cv199_9721.txt,002,0.440392
cv199_9721.txt,009,0.032897
cv094_27868.txt,002,0.53935
cv094_27868.txt,001,0.309772
cv094_27868.txt,009,0.075591
cv094_27868.txt,000,0.052932
cv094_27868.txt,006,0.022356
cv185_28372.txt,002,0.27568
cv185_28372.txt,004,0.194313
cv185_28372.txt,003,0.139445
cv185_28372.txt,006,0.138302
cv185_28372.txt,000,0.134563
cv185_28372.txt,001,0.117697
cv035_3343.txt,000,0.703404
cv035_3343.txt,001,0.190148
cv035_3343.txt,009,0.087222
cv035_3343.txt,002,0.019226
cv373_21872.txt,000,0.764018
cv373_21872.txt,004,0.140967
cv373_21872.txt,003,0.095015
cv208_9475.txt,001,0.558125
cv208_9475.txt,003,0.18043
cv208_9475.txt,000,0.175595
cv208_9475.txt,002,0.08585
cv355_18174.txt,009,0.505574
cv355_18174.txt,008,0.366041
cv355_18174.txt,002,0.128385
cv083_25491.txt,003,0.465372
cv083_25491.txt,002,0.403695
cv083_25491.txt,000,0.061888
cv083_25491.txt,001,0.034655
cv083_25491.txt,006,0.03439
cv124_3903.txt,003,0.467325
cv124_3903.txt,002,0.424346
cv124_3903.txt,006,0.072388
cv124_3903.txt,007,0.035941
cv351_17029.txt,001,0.691743
cv351_17029.txt,003,0.115225
cv351_17029.txt,002,0.088738
cv351_17029.txt,006,0.066536
cv351_17029.txt,004,0.037758
cv322_21820.txt,003,0.835741
cv322_21820.txt,000,0.164259
cv054_4101.txt,003,0.41058
cv054_4101.txt,000,0.252653
cv054_4101.txt,002,0.171197
cv054_4101.txt,001,0.089946
cv054_4101.txt,006,0.075624
cv205_9676.txt,000,0.81987
cv205_9676.txt,006,0.180129
cv045_25077.txt,002,0.706236
cv045_25077.txt,009,0.252226
cv045_25077.txt,003,0.041538
cv320_9693.txt,005,0.664042
cv320_9693.txt,000,0.318984
cv320_9693.txt,002,0.016974
cv278_14533.txt,000,0.953025
cv278_14533.txt,006,0.046976
cv060_11754.txt,004,0.480758
cv060_11754.txt,001,0.445098
cv060_11754.txt,000,0.074144
cv274_26379.txt,003,0.975238
cv274_26379.txt,000,0.024762
cv167_18094.txt,002,0.874551
cv167_18094.txt,009,0.121163
cv167_18094.txt,000,0.004286
cv100_12406.txt,001,0.504799
cv100_12406.txt,003,0.333247
cv100_12406.txt,000,0.125075
cv100_12406.txt,002,0.03688
cv220_28906.txt,000,0.443001
cv220_28906.txt,008,0.252101
cv220_28906.txt,002,0.250495
cv220_28906.txt,003,0.054403
cv090_0049.txt,001,0.609244
cv090_0049.txt,003,0.20164
cv090_0049.txt,000,0.096446
cv090_0049.txt,002,0.064036
cv090_0049.txt,006,0.028634
cv374_26455.txt,000,0.962301
cv374_26455.txt,001,0.037699
cv000_29416.txt,001,0.485038
cv000_29416.txt,004,0.29048
cv000_29416.txt,003,0.224482
cv081_18241.txt,000,1.0
cv116_28734.txt,002,0.321084
cv116_28734.txt,003,0.25987
cv116_28734.txt,004,0.194085
cv116_28734.txt,006,0.124292
cv116_28734.txt,000,0.074638
cv116_28734.txt,001,0.02603
cv252_24974.txt,003,0.655958
cv252_24974.txt,000,0.145835
cv252_24974.txt,001,0.11087
cv252_24974.txt,007,0.076607
cv252_24974.txt,002,0.01073
cv038_9781.txt,004,0.391484
cv038_9781.txt,000,0.288392
cv038_9781.txt,002,0.200589
cv038_9781.txt,003,0.119535
cv113_24354.txt,001,0.632766
cv113_24354.txt,002,0.276095
cv113_24354.txt,000,0.091139
cv334_0074.txt,002,0.656824
cv334_0074.txt,004,0.148695
cv334_0074.txt,003,0.146159
cv334_0074.txt,000,0.048321
cv213_20300.txt,003,0.798928
cv213_20300.txt,002,0.190884
cv213_20300.txt,000,0.010188
cv245_8938.txt,000,0.606238
cv245_8938.txt,004,0.320912
cv245_8938.txt,003,0.07285
cv009_29417.txt,004,0.562324
cv009_29417.txt,000,0.288946
cv009_29417.txt,001,0.113752
cv009_29417.txt,006,0.034978
cv041_22364.txt,000,0.907109
cv041_22364.txt,003,0.062854
cv041_22364.txt,001,0.030037
cv315_12638.txt,001,0.423195
cv315_12638.txt,003,0.378639
cv315_12638.txt,000,0.154711
cv315_12638.txt,002,0.03089
cv315_12638.txt,006,0.012565
cv114_19501.txt,002,0.529266
cv114_19501.txt,000,0.470734
cv270_5873.txt,004,0.871919
cv270_5873.txt,001,0.128081
cv358_11557.txt,002,0.601975
cv358_11557.txt,003,0.19537
cv358_11557.txt,000,0.078809
cv358_11557.txt,001,0.066679
cv358_11557.txt,006,0.057167
cv025_29825.txt,001,0.784268
cv025_29825.txt,000,0.215732
cv206_15893.txt,003,0.694401
cv206_15893.txt,001,0.305599
cv227_25406.txt,000,0.220705
cv227_25406.txt,003,0.209428
cv227_25406.txt,001,0.197275
cv227_25406.txt,006,0.152125
cv227_25406.txt,002,0.140943
cv227_25406.txt,004,0.079524
cv095_28730.txt,002,0.661925
cv095_28730.txt,001,0.192473
cv095_28730.txt,004,0.08435
cv095_28730.txt,006,0.061252
cv047_18725.txt,002,0.455723
cv047_18725.txt,000,0.434072
cv047_18725.txt,003,0.110204
cv368_11090.txt,003,0.458705
cv368_11090.txt,001,0.375868
cv368_11090.txt,000,0.165427
cv156_11119.txt,003,0.615688
cv156_11119.txt,002,0.384312
cv119_9909.txt,002,0.504371
cv119_9909.txt,001,0.495629
cv257_11856.txt,002,0.692093
cv257_11856.txt,001,0.224232
cv257_11856.txt,006,0.043814
cv257_11856.txt,003,0.03986
cv014_15600.txt,000,0.563025
cv014_15600.txt,002,0.383279
cv014_15600.txt,001,0.053696
cv214_13285.txt,000,0.916395
cv214_13285.txt,009,0.047137
cv214_13285.txt,004,0.030245
cv214_13285.txt,002,0.006222
cv155_7845.txt,003,0.487117
cv155_7845.txt,002,0.272091
cv155_7845.txt,001,0.240792
cv326_14777.txt,009,0.905781
cv326_14777.txt,003,0.094219
cv347_14722.txt,000,1.0
cv353_19197.txt,000,0.750693
cv353_19197.txt,002,0.20145
cv353_19197.txt,003,0.047857
cv016_4348.txt,004,0.705152
cv016_4348.txt,002,0.20603
cv016_4348.txt,005,0.088818
cv180_17823.txt,001,0.666584
cv180_17823.txt,000,0.11788
cv180_17823.txt,006,0.10934
cv180_17823.txt,002,0.106195
cv250_26462.txt,002,0.385358
cv250_26462.txt,001,0.351291
cv250_26462.txt,004,0.138844
cv250_26462.txt,000,0.078709
cv250_26462.txt,009,0.045798
cv192_16079.txt,001,0.577643
cv192_16079.txt,003,0.306947
cv192_16079.txt,000,0.11541
cv366_10709.txt,000,0.733372
cv366_10709.txt,001,0.172047
cv366_10709.txt,002,0.056693
cv366_10709.txt,004,0.037889
cv247_14668.txt,000,0.679871
cv247_14668.txt,006,0.294784
cv247_14668.txt,001,0.025345
cv251_23901.txt,002,0.666921
cv251_23901.txt,004,0.180409
cv251_23901.txt,003,0.152671
cv076_26009.txt,000,0.755761
cv076_26009.txt,006,0.19544
cv076_26009.txt,002,0.027023
cv076_26009.txt,003,0.021777
cv135_12506.txt,003,0.936673
cv135_12506.txt,000,0.063327
cv299_17950.txt,001,0.762065
cv299_17950.txt,000,0.129563
cv299_17950.txt,005,0.097234
cv299_17950.txt,002,0.011138
cv178_14380.txt,002,0.730862
cv178_14380.txt,001,0.159404
cv178_14380.txt,006,0.079481
cv178_14380.txt,003,0.030253
cv002_17424.txt,001,0.874448
cv002_17424.txt,006,0.085464
cv002_17424.txt,000,0.040088
cv200_29006.txt,001,0.391757
cv200_29006.txt,003,0.272819
cv200_29006.txt,000,0.262848
cv200_29006.txt,007,0.046975
cv200_29006.txt,009,0.025602
cv267_16618.txt,002,0.626097
cv267_16618.txt,006,0.218972
cv267_16618.txt,001,0.154931
cv202_11382.txt,000,0.502086
cv202_11382.txt,002,0.443509
cv202_11382.txt,003,0.054406
cv293_29731.txt,000,0.95996
cv293_29731.txt,003,0.04004
cv365_12442.txt,002,0.460681
cv365_12442.txt,003,0.331107
cv365_12442.txt,005,0.090384
cv365_12442.txt,000,0.069194
cv365_12442.txt,006,0.048635
cv378_21982.txt,001,0.546311
cv378_21982.txt,003,0.410202
cv378_21982.txt,006,0.043487
cv309_23737.txt,002,0.613336
cv309_23737.txt,003,0.205523
cv309_23737.txt,006,0.137386
cv309_23737.txt,000,0.043755
cv197_29271.txt,003,0.897022
cv197_29271.txt,006,0.051114
cv197_29271.txt,001,0.029832
cv197_29271.txt,000,0.022032
cv371_8197.txt,008,0.589637
cv371_8197.txt,001,0.410363
cv333_9443.txt,002,0.451653
cv333_9443.txt,000,0.355469
cv333_9443.txt,003,0.192879
cv147_22625.txt,000,0.797239
cv147_22625.txt,002,0.127502
cv147_22625.txt,001,0.06558
cv147_22625.txt,003,0.009679
cv383_14662.txt,000,0.559242
cv383_14662.txt,002,0.364456
cv383_14662.txt,003,0.076302
cv218_25651.txt,004,0.558511
cv218_25651.txt,002,0.441489
cv003_12683.txt,003,0.435782
cv003_12683.txt,002,0.25335
cv003_12683.txt,006,0.21401
cv003_12683.txt,001,0.096858
cv148_18084.txt,000,0.674927
cv148_18084.txt,004,0.24062
cv148_18084.txt,001,0.084453
cv102_8306.txt,008,1.0
cv225_29083.txt,002,0.483131
cv225_29083.txt,001,0.356143
cv225_29083.txt,004,0.160726
cv136_12384.txt,003,0.464696
cv136_12384.txt,001,0.375684
cv136_12384.txt,000,0.15962
cv106_18379.txt,000,0.897381
cv106_18379.txt,006,0.078727
cv106_18379.txt,003,0.023892
cv216_20165.txt,003,0.801805
cv216_20165.txt,006,0.182881
cv216_20165.txt,004,0.015314
cv335_16299.txt,003,0.836703
cv335_16299.txt,008,0.088518
cv335_16299.txt,000,0.049596
cv335_16299.txt,001,0.025183
cv268_20288.txt,001,0.860045
cv268_20288.txt,003,0.139955
cv375_9932.txt,001,0.496985
cv375_9932.txt,004,0.293501
cv375_9932.txt,002,0.110066
cv375_9932.txt,000,0.055387
cv375_9932.txt,006,0.044062
cv171_15164.txt,005,0.858098
cv171_15164.txt,002,0.141902
cv053_23117.txt,001,0.445904
cv053_23117.txt,002,0.290297
cv053_23117.txt,004,0.121151
cv053_23117.txt,003,0.099779
cv053_23117.txt,006,0.042869
cv377_8440.txt,006,0.847828
cv377_8440.txt,000,0.152172
cv318_11146.txt,001,0.42657
cv318_11146.txt,000,0.213912
cv318_11146.txt,006,0.210384
cv318_11146.txt,004,0.143646
cv318_11146.txt,002,0.003878
cv318_11146.txt,003,0.00161
cv150_14279.txt,005,0.676034
cv150_14279.txt,000,0.137978
cv150_14279.txt,001,0.135659
cv150_14279.txt,003,0.050328
cv363_29273.txt,003,0.797255
cv363_29273.txt,000,0.125684
cv363_29273.txt,006,0.077061
cv120_3793.txt,003,0.355944
cv120_3793.txt,002,0.279607
cv120_3793.txt,001,0.195637
cv120_3793.txt,006,0.168812
cv183_19826.txt,003,0.913912
cv183_19826.txt,000,0.077704
cv183_19826.txt,002,0.008384
cv030_22893.txt,001,0.441188
cv030_22893.txt,002,0.321655
cv030_22893.txt,000,0.237157
cv381_21673.txt,002,0.374839
cv381_21673.txt,003,0.340436
cv381_21673.txt,000,0.284724
cv325_18330.txt,002,0.541399
cv325_18330.txt,001,0.246297
cv325_18330.txt,006,0.204807
cv325_18330.txt,000,0.007497
cv001_19502.txt,003,0.667745
cv001_19502.txt,005,0.332255
cv169_24973.txt,007,0.528975
cv169_24973.txt,001,0.323151
cv169_24973.txt,000,0.085482
cv169_24973.txt,003,0.062392
cv020_9234.txt,003,0.690933
cv020_9234.txt,002,0.240126
cv020_9234.txt,001,0.064087
cv020_9234.txt,004,0.004854
cv361_28738.txt,000,0.960571
cv361_28738.txt,003,0.039429
cv248_15672.txt,000,0.839449
cv248_15672.txt,002,0.160551
cv046_10613.txt,000,0.718032
cv046_10613.txt,001,0.147273
cv046_10613.txt,003,0.071996
cv046_10613.txt,002,0.062699
cv244_22935.txt,002,0.563115
cv244_22935.txt,000,0.197622
cv244_22935.txt,001,0.14892
cv244_22935.txt,003,0.090343
cv042_11927.txt,002,0.801769
cv042_11927.txt,003,0.117982
cv042_11927.txt,006,0.08025
cv162_10977.txt,000,0.762084
cv162_10977.txt,003,0.203979
cv162_10977.txt,002,0.033937
